1513067032,41228,25740,176688
1513067033,40072,25740,176816
1513067034,40052,25740,176820
1513067035,41288,25740,176820
1513067036,41396,25740,176820
1513067037,41292,25748,176820
1513067038,38460,25748,177164
1513067039,38460,25748,177164
1513067040,36456,25748,177172
1513067041,36580,25748,177172
1513067042,34724,25756,177176
1513067043,34584,25756,177188
1513067044,34708,25756,177188
1513067045,35244,25756,177188
1513067046,35120,25756,177188
1513067047,35244,25764,177180
1513067048,35120,25764,177188
1513067049,35120,25764,177188
1513067050,35120,25764,177188
1513067051,35120,25764,177192
1513067052,34212,25764,177192
1513067053,34196,25772,177200
1513067054,34072,25772,177200
1513067055,33948,25772,177216
1513067056,33568,25772,177216
1513067057,33692,25772,177224
1513067058,33568,25780,177224
1513067059,33692,25780,177232
1513067060,32744,25780,177232
1513067061,33436,25780,177240
1513067062,33436,25780,177240
1513067063,33312,25788,177240
1513067064,33436,25788,177248
1513067065,33320,25788,177260
1513067066,33188,25788,177260
1513067067,33204,25788,177272
1513067068,33064,25796,177268
1513067069,32940,25796,177276
1513067070,33064,25796,177284
1513067071,32940,25796,177284
1513067072,32940,25796,177296
1513067073,32940,25804,177288
1513067074,32956,25804,177300
1513067075,32816,25804,177304
1513067076,32832,25804,177304
1513067077,32956,25804,177312
1513067078,32692,25812,177304
1513067079,32692,25812,177316
1513067080,32708,25812,177316
1513067081,32576,25812,177324
1513067082,32700,25812,177328
1513067083,32592,25820,177324
1513067084,32576,25820,177336
1513067085,33236,25820,177336
1513067086,33904,25820,177336
1513067087,33796,25820,177336
1513067088,33908,25828,177332
1513067089,33908,25828,177336
1513067090,33896,25828,177340
1513067091,33916,25828,177340
1513067092,34028,25828,177340
1513067093,33904,25828,177340
1513067094,33912,25836,177340
1513067096,33904,25836,177340
1513067097,33912,25836,177340
1513067098,33784,25836,177340
1513067099,33780,25844,177332
1513067100,33788,25844,177344
1513067101,33916,25844,177344
1513067102,33532,25844,177392
1513067103,33660,25844,177392
1513067104,33536,25844,177392
1513067105,33660,25852,177396
1513067106,33536,25852,177396
1513067107,33536,25856,177396
1513067108,33640,25856,177400
1513067109,33528,25856,177400
1513067110,33536,25864,177400
1513067111,33492,25864,177400
1513067112,33492,25864,177400
1513067113,33492,25864,177400
1513067114,33492,25864,177400
1513067115,33756,25872,177400
1513067116,33760,25872,177404
1513067117,33756,25872,177404
1513067118,33752,25872,177404
1513067119,33876,25872,177404
1513067120,33752,25880,177404
1513067121,33756,25880,177404
1513067122,33768,25880,177404
1513067123,33748,25880,177404
1513067124,33748,25880,177408
1513067125,33632,25888,177400
1513067126,33768,25888,177408
1513067127,33476,25888,177408
1513067128,33476,25888,177408
1513067129,33476,25888,177408
1513067130,33492,25896,177400
1513067131,33600,25896,177408
1513067132,33724,25896,177412
1513067133,33600,25896,177412
1513067134,33600,25896,177412
1513067135,33600,25896,177412
1513067136,33724,25904,177412
1513067137,33600,25904,177412
1513067138,33724,25904,177412
1513067139,33600,25904,177412
1513067140,33600,25904,177416
1513067141,33724,25912,177420
1513067142,33600,25912,177420
1513067143,33460,25912,177420
1513067144,33336,25912,177420
1513067145,33460,25912,177420
1513067146,33460,25920,177420
1513067147,33600,25920,177420
1513067148,33600,25920,177424
1513067149,33600,25920,177424
1513067150,33600,25920,177424
1513067151,33428,25928,177416
1513067152,33440,25928,177424
1513067153,33428,25928,177424
1513067154,33440,25928,177424
1513067155,33420,25928,177424
1513067156,33304,25936,177420
1513067157,33428,25936,177428
1513067158,33428,25936,177428
1513067159,33304,25936,177428
1513067160,33420,25936,177428
1513067161,33552,25944,177420
1513067162,33296,25944,177428
1513067163,33684,25944,177428
1513067164,33572,25944,177432
1513067165,33700,25944,177432
1513067166,33560,25944,177432
1513067167,33684,25952,177432
1513067168,33688,25952,177432
1513067169,33684,25952,177432
1513067170,33560,25952,177436
1513067171,33396,25952,177436
1513067172,33276,25960,177432
1513067173,33388,25960,177440
1513067174,33264,25960,177440
1513067175,33400,25960,177440
1513067176,33272,25960,177440
1513067177,33272,25968,177432
1513067178,33272,25968,177444
1513067179,33532,25968,177448
1513067180,33536,25968,177448
1513067181,33548,25968,177448
1513067182,33536,25976,177448
