1513129860,66,0,1,0
1513129861,560,560,8,8
1513129862,142,244,1,2
1513129863,0,0,0,0
1513129864,0,0,0,0
1513129865,0,0,0,0
1513129866,296,560,4,8
1513129867,142,244,1,2
1513129868,0,0,0,0
1513129869,0,0,0,0
1513129870,0,0,0,0
1513129871,4166,3574,30,34
1513129872,142,244,1,2
1513129873,3944,3022,27,26
1513129874,0,0,0,0
1513129875,3878,3022,26,26
1513129876,214,280,3,4
1513129877,4020,3266,27,28
1513129878,140,140,2,2
1513129879,0,0,0,0
1513129880,140,140,2,2
1513129881,140,140,2,2
1513129882,282,384,3,4
1513129883,2022,1478,13,11
1513129884,0,0,0,0
1513129885,2022,1544,13,12
1513129886,140,140,2,2
1513129887,2230,1788,15,14
1513129888,140,140,2,2
1513129889,491,218,3,2
1513129890,1597,1326,11,10
1513129891,74,140,1,2
1513129892,491,450,4,5
1513129893,140,140,2,2
1513129894,0,0,0,0
1513129895,140,140,2,2
1513129896,206,770,3,3
1513129897,216,384,2,4
1513129898,74,140,1,2
1513129899,0,0,0,0
1513129900,74,140,1,2
1513129901,140,140,2,2
1513129902,216,384,2,4
1513129903,74,140,1,2
1513129904,0,0,0,0
1513129905,140,140,2,2
1513129906,140,140,2,2
1513129907,216,384,2,4
1513129908,140,140,2,2
1513129909,0,0,0,0
1513129910,140,140,2,2
1513129911,74,140,1,2
1513129912,216,384,2,4
1513129913,140,140,2,2
1513129914,0,0,0,0
1513129915,349,206,3,3
1513129916,140,140,2,2
1513129917,216,384,2,4
1513129919,74,140,1,2
1513129920,66,702,1,2
1513129921,140,140,2,2
1513129922,148,206,2,3
1513129923,216,384,2,4
1513129924,209,66,1,1
1513129925,74,140,1,2
1513129926,140,140,2,2
1513129927,74,140,1,2
1513129928,282,1013,3,5
1513129929,0,0,0,0
1513129930,74,140,1,2
1513129931,140,140,2,2
1513129932,283,206,2,3
1513129933,216,384,2,4
1513129934,0,0,0,0
1513129935,74,140,1,2
1513129936,206,768,3,3
1513129937,74,140,1,2
1513129938,282,384,3,4
1513129939,0,0,0,0
1513129940,3748,6558,22,19
1513129941,10634,18802,57,49
1513129942,11293,21629,55,60
1513129943,11877,21661,65,57
1513129944,13640,25414,68,64
