1513129859,86732,24584,172556
1513129860,85228,24584,172692
1513129861,85352,24584,172696
1513129862,86144,24584,172696
1513129863,86128,24584,172696
1513129864,86004,24592,172696
1513129865,86184,24592,172700
1513129866,86184,24592,172700
1513129867,86060,24592,172700
1513129868,86184,24592,172700
1513129869,86192,24600,172700
1513129870,86192,24600,172700
1513129871,83308,24600,173048
1513129872,83184,24600,173048
1513129873,81300,24600,173056
1513129874,81420,24608,173048
1513129875,79424,24608,173068
1513129876,79424,24608,173068
1513129877,77544,24608,173068
1513129878,77668,24608,173076
1513129879,77544,24608,173076
1513129880,78072,24616,173076
1513129881,78072,24616,173080
1513129882,78072,24616,173080
1513129883,77288,24616,173080
1513129884,77288,24616,173088
1513129885,77156,24624,173088
1513129886,77156,24624,173096
1513129887,75852,24624,173096
1513129888,77032,24624,173100
1513129889,76768,24624,173104
1513129890,76908,24632,173112
1513129891,76908,24632,173112
1513129892,76644,24632,173156
1513129893,77172,24632,173156
1513129894,77172,24632,173156
1513129895,77320,24640,173160
1513129896,77444,24640,173160
1513129897,77444,24640,173164
1513129898,77320,24640,173164
1513129899,77444,24640,173164
1513129900,77444,24648,173164
1513129901,77320,24648,173164
1513129902,77444,24648,173164
1513129903,77444,24648,173164
1513129904,77320,24648,173164
1513129905,77444,24656,173160
1513129906,77444,24656,173168
1513129907,77320,24656,173168
1513129908,77444,24656,173168
1513129909,77320,24656,173168
1513129910,77444,24664,173160
1513129911,77320,24664,173168
1513129912,77320,24664,173168
1513129913,77320,24664,173172
1513129914,77320,24664,173172
1513129915,77180,24672,173172
1513129916,77180,24672,173172
1513129917,77180,24672,173172
1513129918,77180,24672,173172
1513129919,77320,24672,173172
1513129920,77320,24680,173176
1513129921,77444,24680,173176
1513129922,77444,24680,173176
1513129923,77180,24680,173176
1513129924,77180,24680,173176
1513129925,77056,24680,173176
1513129926,77180,24688,173176
1513129927,77444,24688,173176
1513129929,78108,24688,173180
1513129930,77980,24688,173180
1513129931,78004,24696,173172
1513129932,77716,24696,173184
1513129933,77848,24696,173184
1513129934,77836,24696,173184
1513129935,77832,24696,173184
1513129936,78116,24700,173184
1513129937,77972,24708,173188
1513129938,77972,24708,173188
1513129939,77972,24708,173188
1513129940,77984,24708,173188
1513129941,77712,24708,173188
1513129942,77960,24716,173188
1513129943,77956,24716,173188
1513129944,77844,24716,173188
