1513035514,66,0,1,0
1513035515,0,0,0,0
1513035516,142,244,1,2
1513035517,980,980,14,14
1513035518,0,0,0,0
1513035519,0,0,0,0
1513035520,0,0,0,0
1513035521,142,762,1,9
1513035522,980,462,14,7
1513035523,0,0,0,0
1513035524,0,0,0,0
1513035525,3812,3022,25,26
1513035526,1048,1084,14,14
1513035527,3878,3022,26,26
1513035528,0,0,0,0
1513035529,3878,3022,26,26
1513035530,140,140,2,2
1513035531,4242,3686,30,34
1513035532,140,140,2,2
1513035533,0,0,0,0
1513035534,140,140,2,2
1513035535,74,140,1,2
1513035536,504,804,6,10
1513035537,2088,1478,14,11
1513035538,0,0,0,0
1513035539,2022,1544,13,12
1513035540,140,140,2,2
1513035541,3054,2628,19,22
1513035542,140,140,2,2
1513035543,2616,1824,14,12
1513035544,140,140,2,2
1513035545,1526,2522,10,8
1513035546,438,804,5,10
1513035547,140,140,2,2
1513035548,0,0,0,0
1513035549,140,140,2,2
1513035550,140,140,2,2
1513035551,438,540,5,6
1513035552,140,404,2,6
1513035553,0,0,0,0
1513035554,74,140,1,2
1513035555,140,140,2,2
1513035556,438,804,5,10
1513035557,140,140,2,2
1513035558,0,0,0,0
1513035559,74,140,1,2
1513035560,140,140,2,2
1513035561,911,870,10,11
1513035562,140,140,2,2
1513035563,0,0,0,0
1513035564,140,140,2,2
1513035565,206,767,3,3
1513035566,702,804,9,10
1513035567,140,140,2,2
1513035568,0,0,0,0
1513035569,349,206,3,3
1513035570,140,140,2,2
1513035571,702,804,9,10
1513035572,140,140,2,2
1513035573,275,693,2,2
1513035574,140,140,2,2
1513035575,140,140,2,2
1513035576,702,804,9,10
1513035577,349,833,3,4
1513035578,0,0,0,0
1513035579,140,140,2,2
1513035580,74,140,1,2
1513035581,504,1431,6,11
1513035582,140,140,2,2
1513035583,0,0,0,0
1513035584,74,140,1,2
1513035585,283,206,2,3
1513035586,438,804,5,10
1513035587,140,140,2,2
1513035588,0,0,0,0
1513035590,349,833,3,4
1513035591,74,140,1,2
1513035592,438,804,5,10
1513035593,140,140,2,2
1513035594,66,627,1,1
1513035595,74,140,1,2
1513035596,140,140,2,2
1513035597,636,804,8,10
1513035598,140,140,2,2
1513035599,0,0,0,0
1513035600,206,214,3,3
1513035601,272,362,4,5
1513035602,438,582,5,7
1513035603,140,66,2,1
1513035604,140,140,2,2
1513035605,74,140,1,2
1513035606,438,804,5,10
1513035607,140,140,2,2
1513035608,0,0,0,0
1513035609,74,140,1,2
1513035610,283,206,2,3
1513035611,702,804,9,10
1513035612,74,140,1,2
1513035613,0,0,0,0
1513035614,206,767,3,3
1513035615,74,140,1,2
1513035616,702,804,9,10
1513035617,74,140,1,2
1513035618,209,66,1,1
1513035619,140,140,2,2
1513035620,74,140,1,2
1513035621,702,804,9,10
1513035622,349,833,3,4
1513035623,0,0,0,0
1513035624,140,140,2,2
1513035625,74,140,1,2
1513035626,911,1497,10,12
1513035627,140,140,2,2
1513035628,0,0,0,0
1513035629,140,140,2,2
1513035630,140,767,2,3
1513035631,438,804,5,10
1513035632,140,140,2,2
1513035633,0,0,0,0
1513035634,283,206,2,3
1513035635,140,140,2,2
1513035636,438,804,5,10
1513035637,74,140,1,2
1513035638,275,638,2,2
1513035639,74,140,1,2
1513035640,140,140,2,2
1513035641,702,804,9,10
1513035642,74,767,1,3
1513035643,66,0,1,0
1513035644,140,140,2,2
1513035645,140,140,2,2
1513035646,702,804,9,10
1513035647,140,140,2,2
1513035648,0,0,0,0
1513035649,140,140,2,2
1513035650,140,140,2,2
1513035651,438,804,5,10
1513035652,140,140,2,2
1513035653,0,0,0,0
1513035654,140,140,2,2
1513035655,140,140,2,2
1513035656,438,804,5,10
1513035657,140,140,2,2
1513035658,209,66,1,1
1513035659,140,140,2,2
1513035660,140,140,2,2
1513035661,702,804,9,10
1513035662,206,767,3,3
1513035663,0,0,0,0
1513035664,140,140,2,2
1513035665,140,140,2,2
1513035667,702,804,9,10
1513035668,140,140,2,2
1513035669,0,0,0,0
1513035670,140,140,2,2
1513035671,349,206,3,3
1513035672,438,804,5,10
1513035673,140,140,2,2
1513035674,0,0,0,0
1513035675,415,907,4,5
1513035676,74,362,1,5
1513035677,504,582,6,7
1513035678,140,66,2,1
1513035679,283,833,2,4
1513035680,74,140,1,2
1513035681,296,296,4,4
1513035682,282,648,3,8
1513035683,66,627,1,1
1513035684,74,140,1,2
1513035685,74,140,1,2
1513035686,438,804,5,10
1513035687,74,140,1,2
1513035688,0,0,0,0
1513035689,74,140,1,2
1513035690,74,140,1,2
1513035691,647,870,6,11
1513035692,140,140,2,2
1513035693,0,0,0,0
1513035694,74,140,1,2
1513035695,415,833,4,4
1513035696,702,804,9,10
1513035697,140,140,2,2
1513035698,0,0,0,0
1513035699,349,833,3,4
1513035700,140,140,2,2
1513035701,702,804,9,10
1513035702,140,140,2,2
1513035703,66,627,1,1
1513035704,140,140,2,2
1513035705,140,140,2,2
1513035706,438,804,5,10
1513035707,140,140,2,2
1513035708,0,0,0,0
1513035709,74,140,1,2
1513035710,140,140,2,2
1513035711,647,870,6,11
1513035712,74,140,1,2
1513035713,0,0,0,0
1513035714,74,140,1,2
1513035715,349,833,3,4
1513035716,438,804,5,10
1513035717,140,140,2,2
1513035718,0,0,0,0
1513035719,283,833,2,4
1513035720,140,140,2,2
1513035721,702,804,9,10
1513035722,140,140,2,2
1513035723,66,627,1,1
1513035724,74,140,1,2
1513035725,140,140,2,2
1513035726,702,804,9,10
1513035727,74,140,1,2
1513035728,0,0,0,0
1513035729,74,140,1,2
1513035730,74,140,1,2
1513035731,647,870,6,11
1513035733,74,140,1,2
1513035734,0,0,0,0
1513035735,349,833,3,4
1513035736,74,140,1,2
1513035737,702,804,9,10
1513035738,74,140,1,2
1513035739,209,693,1,2
1513035740,140,140,2,2
1513035741,338,436,5,6
1513035742,438,582,5,7
1513035743,283,759,2,3
1513035744,140,140,2,2
1513035745,74,140,1,2
1513035746,296,560,4,8
1513035747,425,1080,3,6
1513035748,0,0,0,0
1513035749,74,140,1,2
1513035750,74,140,1,2
1513035751,560,1187,8,9
1513035752,216,384,2,4
1513035753,0,0,0,0
1513035754,140,140,2,2
1513035755,283,206,2,3
1513035756,494,560,7,8
1513035757,216,384,2,4
1513035758,0,0,0,0
1513035759,415,833,4,4
1513035760,74,140,1,2
1513035761,438,804,5,10
1513035762,140,140,2,2
1513035763,66,627,1,1
1513035764,140,140,2,2
1513035765,140,140,2,2
1513035766,438,804,5,10
1513035767,349,206,3,3
1513035768,0,0,0,0
1513035769,74,140,1,2
1513035770,140,140,2,2
1513035771,713,1497,7,12
1513035772,74,140,1,2
1513035773,0,0,0,0
1513035774,74,140,1,2
1513035775,349,833,3,4
1513035776,702,804,9,10
1513035777,74,140,1,2
1513035778,0,0,0,0
1513035779,206,767,3,3
1513035780,74,140,1,2
1513035781,702,804,9,10
1513035782,140,140,2,2
1513035783,209,66,1,1
1513035784,140,140,2,2
1513035785,74,140,1,2
1513035786,438,804,5,10
1513035787,415,833,4,4
1513035788,0,0,0,0
1513035789,74,140,1,2
1513035790,74,140,1,2
1513035791,911,1497,10,12
1513035792,74,140,1,2
1513035793,0,0,0,0
1513035794,140,140,2,2
1513035795,140,770,2,3
1513035796,702,804,9,10
1513035798,74,140,1,2
1513035799,0,0,0,0
1513035800,349,206,3,3
1513035801,74,140,1,2
1513035802,438,804,5,10
1513035803,140,140,2,2
1513035804,275,693,2,2
1513035805,74,140,1,2
1513035806,140,140,2,2
1513035807,578,944,7,12
1513035808,209,693,1,2
1513035809,74,140,1,2
1513035810,140,140,2,2
1513035811,560,560,8,8
1513035812,425,1077,3,6
1513035813,0,0,0,0
1513035814,140,140,2,2
1513035815,74,140,1,2
1513035816,769,989,9,6
1513035817,282,648,3,8
1513035818,0,0,0,0
1513035819,349,833,3,4
1513035820,140,140,2,2
1513035821,296,560,4,8
1513035822,282,384,3,4
1513035823,209,693,1,2
1513035824,74,140,1,2
1513035825,140,140,2,2
1513035826,560,560,8,8
1513035827,282,1011,3,5
1513035828,0,0,0,0
1513035829,140,140,2,2
1513035830,74,140,1,2
1513035831,702,804,9,10
1513035832,140,140,2,2
1513035833,0,0,0,0
1513035834,140,140,2,2
1513035835,140,140,2,2
1513035836,438,804,5,10
1513035837,140,140,2,2
1513035838,0,0,0,0
1513035839,74,140,1,2
1513035840,140,140,2,2
1513035841,438,804,5,10
1513035842,74,140,1,2
1513035843,0,0,0,0
1513035844,74,140,1,2
1513035845,140,140,2,2
1513035846,438,804,5,10
1513035847,283,206,2,3
1513035848,0,0,0,0
1513035849,140,140,2,2
1513035850,140,140,2,2
1513035851,504,1431,6,11
1513035852,74,140,1,2
1513035853,0,0,0,0
1513035854,140,140,2,2
1513035855,74,140,1,2
1513035856,438,804,5,10
1513035857,140,140,2,2
1513035858,0,0,0,0
1513035860,349,206,3,3
1513035861,140,140,2,2
1513035862,702,804,9,10
1513035863,140,140,2,2
1513035864,275,693,2,2
1513035865,140,140,2,2
1513035866,140,140,2,2
1513035867,702,804,9,10
1513035868,283,833,2,4
1513035869,140,140,2,2
1513035870,74,140,1,2
1513035871,296,560,4,8
1513035872,282,1011,3,5
1513035873,0,0,0,0
1513035874,74,140,1,2
1513035875,140,140,2,2
1513035876,560,560,8,8
1513035877,216,384,2,4
1513035878,0,0,0,0
1513035879,140,140,2,2
1513035880,349,206,3,3
1513035881,560,494,8,7
1513035882,216,450,2,5
1513035883,0,0,0,0
1513035884,415,833,4,4
1513035885,140,140,2,2
1513035886,296,560,4,8
1513035887,216,384,2,4
1513035888,209,693,1,2
1513035889,74,140,1,2
1513035890,140,140,2,2
1513035891,560,494,8,7
1513035892,282,1077,3,6
1513035893,0,0,0,0
1513035894,140,140,2,2
1513035895,74,140,1,2
1513035896,560,560,8,8
1513035897,282,384,3,4
1513035898,0,0,0,0
1513035899,349,206,3,3
1513035900,74,140,1,2
1513035901,438,804,5,10
1513035902,140,140,2,2
1513035903,275,693,2,2
1513035904,74,140,1,2
1513035905,74,140,1,2
1513035906,702,804,9,10
1513035907,283,833,2,4
1513035908,0,0,0,0
1513035909,140,140,2,2
1513035910,74,140,1,2
1513035911,768,1431,10,11
1513035912,140,140,2,2
1513035913,0,0,0,0
1513035914,140,140,2,2
1513035915,74,140,1,2
1513035916,438,804,5,10
1513035917,140,140,2,2
1513035918,0,0,0,0
1513035919,283,206,2,3
1513035920,74,140,1,2
1513035921,438,804,5,10
1513035922,74,140,1,2
1513035923,275,693,2,2
1513035924,140,140,2,2
1513035925,74,140,1,2
1513035926,438,804,5,10
1513035928,283,833,2,4
1513035929,0,0,0,0
1513035930,140,140,2,2
1513035931,74,140,1,2
1513035932,911,1497,10,12
1513035933,74,140,1,2
1513035934,0,0,0,0
1513035935,140,140,2,2
1513035936,283,833,2,4
1513035937,702,878,9,11
1513035938,140,66,2,1
1513035939,140,140,2,2
1513035940,206,767,3,3
1513035941,362,560,5,8
1513035942,282,384,3,4
1513035943,0,0,0,0
1513035944,283,206,2,3
1513035945,140,140,2,2
1513035946,560,560,8,8
1513035947,216,384,2,4
1513035948,275,693,2,2
1513035949,140,140,2,2
1513035950,74,140,1,2
1513035951,560,560,8,8
1513035952,282,1011,3,5
1513035953,0,0,0,0
1513035954,140,140,2,2
1513035955,74,140,1,2
1513035956,769,626,9,9
1513035957,216,384,2,4
1513035958,0,0,0,0
1513035959,140,140,2,2
1513035960,349,833,3,4
1513035961,560,560,8,8
1513035962,282,384,3,4
1513035963,0,0,0,0
1513035964,349,833,3,4
1513035965,74,140,1,2
1513035966,560,560,8,8
1513035967,282,384,3,4
