1513035512,80392,24680,170720
1513035514,79176,24680,170836
1513035515,79300,24680,170840
1513035516,80488,24680,170840
1513035517,80440,24680,170840
1513035518,80440,24688,170844
1513035519,80580,24688,170844
1513035520,80504,24688,170844
1513035521,80628,24688,170844
1513035522,80504,24688,170844
1513035523,80552,24696,170836
1513035524,80552,24696,170844
1513035525,77880,24696,171192
1513035526,77864,24696,171192
1513035527,75968,24696,171196
1513035528,75968,24696,171200
1513035529,74096,24704,171208
1513035530,74080,24704,171208
1513035531,72084,24704,171224
1513035532,72084,24704,171228
1513035533,72208,24704,171228
1513035534,72488,24712,171228
1513035535,72488,24712,171228
1513035536,72612,24712,171228
1513035537,71696,24712,171240
1513035538,71820,24712,171240
1513035539,71580,24720,171244
1513035540,71704,24720,171248
1513035541,71316,24720,171248
1513035542,71184,24720,171260
1513035543,71184,24720,171260
1513035544,74092,24728,171436
1513035545,73804,24728,171492
1513035546,74624,24728,171496
1513035547,74640,24728,171496
1513035548,74740,24728,171496
1513035549,74616,24736,171500
1513035550,74744,24736,171500
1513035551,74632,24736,171504
1513035552,74788,24736,171504
1513035553,74640,24736,171504
1513035554,74628,24744,171496
1513035555,74736,24744,171504
1513035556,74780,24744,171504
1513035557,74740,24744,171504
1513035558,74788,24744,171504
1513035559,74640,24752,171500
1513035560,74788,24752,171508
1513035561,74456,24752,171508
1513035562,64444,24752,171508
1513035563,58072,24752,171580
1513035564,58072,24752,171580
1513035565,58212,24760,171580
1513035566,58212,24760,171580
1513035567,58212,24760,171584
1513035568,58212,24760,171584
1513035569,58084,24760,171584
1513035570,57948,24768,171584
1513035571,57972,24768,171584
1513035572,58072,24768,171584
1513035573,57968,24768,171584
1513035574,58100,24768,171584
1513035575,57976,24776,171588
1513035576,57980,24776,171588
1513035577,57980,24776,171588
1513035578,58004,24776,171588
1513035579,58004,24776,171588
1513035580,57992,24784,171588
1513035581,58244,24784,171588
1513035582,58244,24784,171588
1513035583,58120,24784,171592
1513035584,58244,24784,171592
1513035585,57976,24792,171592
1513035586,57952,24792,171596
1513035587,57988,24792,171596
1513035588,57980,24792,171596
1513035589,58116,24800,171596
1513035590,57976,24800,171600
1513035592,58080,24800,171600
1513035593,57960,24800,171600
1513035594,58240,24804,171600
1513035595,58096,24804,171600
1513035596,58232,24812,171600
1513035597,58112,24812,171600
1513035598,58108,24812,171600
1513035599,58092,24812,171604
1513035600,58236,24820,171596
1513035601,58116,24820,171604
1513035602,58120,24820,171604
1513035603,58144,24820,171604
1513035604,58144,24820,171604
1513035605,58244,24820,171604
1513035606,57996,24828,171604
1513035607,58128,24828,171608
1513035608,58096,24828,171608
1513035609,58228,24828,171608
1513035610,57976,24828,171608
1513035611,57852,24836,171608
1513035612,57856,24836,171608
1513035613,57992,24836,171608
1513035614,58120,24836,171608
1513035615,58128,24836,171612
1513035616,58120,24844,171612
1513035617,58120,24844,171612
1513035618,57832,24844,171612
1513035619,57832,24844,171612
1513035620,57968,24844,171612
1513035621,57964,24852,171612
1513035622,57984,24852,171616
1513035623,57960,24852,171616
1513035624,57960,24852,171620
1513035625,57968,24852,171620
1513035626,57852,24860,171620
1513035627,57992,24860,171620
1513035628,57864,24860,171620
1513035629,57852,24860,171620
1513035630,58112,24868,171612
1513035631,58104,24868,171620
1513035632,58136,24868,171624
1513035633,58124,24868,171624
1513035634,57996,24868,171624
1513035635,57852,24868,171624
1513035636,57848,24876,171624
1513035637,57984,24876,171624
1513035638,57968,24876,171624
1513035639,57972,24876,171624
1513035640,58016,24876,171628
1513035641,57872,24884,171628
1513035642,58132,24884,171628
1513035643,58132,24884,171628
1513035644,58144,24884,171628
1513035645,58120,24884,171628
1513035646,58120,24892,171628
1513035647,57996,24892,171628
1513035648,58124,24892,171632
1513035649,58144,24892,171632
1513035650,58120,24892,171632
1513035651,58116,24900,171636
1513035652,57988,24900,171636
1513035653,58116,24900,171636
1513035654,58116,24900,171636
1513035655,58012,24900,171636
1513035656,57992,24908,171640
1513035657,58116,24908,171640
1513035658,57872,24908,171640
1513035659,57852,24908,171644
1513035660,57860,24908,171644
1513035661,57852,24916,171644
1513035662,57992,24916,171644
1513035663,58120,24916,171648
1513035664,58004,24916,171648
1513035665,57992,24924,171644
1513035667,58116,24924,171648
1513035668,57996,24924,171648
1513035669,57696,24924,171648
1513035670,57992,24924,171648
1513035671,57876,24924,171648
1513035672,57836,24932,171652
1513035673,57848,24932,171652
1513035674,57848,24932,171652
1513035675,57828,24932,171652
1513035676,57844,24940,171644
1513035677,57852,24940,171652
1513035678,57852,24940,171652
1513035679,57868,24940,171652
1513035680,57856,24940,171656
1513035681,57856,24948,171648
1513035682,57868,24948,171656
1513035683,58100,24948,171656
1513035684,58124,24948,171656
1513035685,58116,24948,171656
1513035686,57868,24948,171656
1513035687,58128,24956,171656
1513035688,58004,24956,171660
1513035689,58116,24956,171660
1513035690,57992,24956,171660
1513035691,57752,24956,171660
1513035692,57852,24964,171660
1513035693,57752,24964,171660
1513035694,57868,24964,171660
1513035695,57852,24964,171660
1513035696,57856,24964,171668
1513035697,57724,24972,171668
1513035698,57848,24972,171672
1513035699,57848,24972,171672
1513035700,57848,24972,171672
1513035701,57848,24972,171672
1513035702,57740,24980,171672
1513035703,57880,24980,171672
1513035704,57996,24980,171676
1513035705,58032,24980,171676
1513035706,58004,24980,171676
1513035707,57884,24988,171676
1513035708,57996,24988,171676
1513035709,58000,24988,171676
1513035710,58016,24988,171676
1513035711,57736,24988,171676
1513035712,57732,24996,171680
1513035713,57856,24996,171680
1513035714,57732,24996,171680
1513035715,57620,24996,171680
1513035716,57732,25004,171672
1513035717,57856,25004,171680
1513035718,57752,25004,171680
1513035719,57748,25004,171680
1513035720,57740,25004,171684
1513035721,57752,25004,171684
1513035722,57728,25012,171684
1513035723,57992,25012,171684
1513035724,57856,25012,171684
1513035725,57868,25012,171684
1513035726,57996,25012,171684
1513035727,57868,25020,171684
1513035728,57892,25020,171688
1513035729,57868,25020,171688
1513035730,57868,25020,171688
1513035731,57740,25028,171684
1513035733,57728,25028,171692
1513035734,57628,25028,171692
1513035735,57604,25028,171692
1513035736,57732,25028,171696
1513035737,57736,25028,171696
1513035738,57740,25036,171696
