1513035514,1051,1297,7,7
1513035515,0,0,0,0
1513035516,244,142,2,1
1513035517,980,980,14,14
1513035518,0,0,0,0
1513035519,0,0,0,0
1513035520,0,0,0,0
1513035521,762,142,9,1
1513035522,462,980,7,14
1513035523,0,0,0,0
1513035524,0,0,0,0
1513035525,3022,3812,26,25
1513035526,1084,1048,14,14
1513035527,3022,3878,26,26
1513035528,0,0,0,0
1513035529,3022,3878,26,26
1513035530,140,140,2,2
1513035531,3686,4242,34,30
1513035532,140,140,2,2
1513035533,0,0,0,0
1513035534,140,140,2,2
1513035535,140,74,2,1
1513035536,804,504,10,6
1513035537,1478,2088,11,14
1513035538,0,0,0,0
1513035539,1544,2022,12,13
1513035540,140,140,2,2
1513035541,2628,3054,22,19
1513035542,140,140,2,2
1513035543,1824,2616,12,14
1513035544,140,140,2,2
1513035546,2522,1526,8,10
1513035547,804,438,10,5
1513035548,140,140,2,2
1513035549,0,0,0,0
1513035550,140,140,2,2
1513035551,140,140,2,2
1513035552,804,438,10,5
1513035553,140,140,2,2
1513035554,0,0,0,0
1513035555,140,74,2,1
1513035556,140,140,2,2
1513035557,804,438,10,5
1513035558,140,140,2,2
1513035559,0,0,0,0
1513035560,140,74,2,1
1513035561,140,140,2,2
1513035562,870,911,11,10
1513035563,140,140,2,2
1513035564,0,0,0,0
1513035565,140,140,2,2
1513035566,767,206,3,3
1513035567,804,702,10,9
1513035568,140,140,2,2
1513035569,0,0,0,0
1513035570,206,349,3,3
1513035571,140,140,2,2
1513035572,804,702,10,9
1513035573,140,140,2,2
1513035574,693,275,2,2
1513035575,140,140,2,2
1513035576,140,140,2,2
1513035577,804,702,10,9
1513035578,833,349,4,3
1513035579,0,0,0,0
1513035580,140,140,2,2
1513035581,140,74,2,1
1513035582,1431,504,11,6
1513035583,140,140,2,2
1513035584,0,0,0,0
1513035585,140,74,2,1
1513035586,206,283,3,2
1513035587,804,438,10,5
1513035588,140,140,2,2
1513035589,0,0,0,0
1513035590,833,349,4,3
1513035591,140,74,2,1
1513035592,804,438,10,5
1513035593,140,140,2,2
1513035594,627,66,1,1
1513035595,140,74,2,1
1513035596,140,140,2,2
1513035597,804,636,10,8
1513035598,140,140,2,2
1513035599,0,0,0,0
1513035600,214,206,3,3
1513035601,428,346,6,5
1513035602,516,364,6,4
1513035603,66,140,1,2
1513035604,140,140,2,2
1513035605,140,74,2,1
1513035606,804,438,10,5
1513035607,140,140,2,2
1513035608,0,0,0,0
1513035609,140,74,2,1
1513035610,206,283,3,2
1513035611,804,702,10,9
1513035612,140,74,2,1
1513035613,0,0,0,0
1513035614,767,206,3,3
1513035615,140,74,2,1
1513035616,804,702,10,9
1513035617,140,74,2,1
1513035618,66,209,1,1
1513035619,140,140,2,2
1513035620,140,74,2,1
1513035621,804,702,10,9
1513035622,833,349,4,3
1513035623,0,0,0,0
1513035624,140,140,2,2
1513035626,140,74,2,1
1513035627,1497,911,12,10
1513035628,140,140,2,2
1513035629,0,0,0,0
1513035630,140,140,2,2
1513035631,767,140,3,2
1513035632,804,438,10,5
1513035633,140,140,2,2
1513035634,0,0,0,0
1513035635,206,283,3,2
1513035636,140,140,2,2
1513035637,804,438,10,5
1513035638,140,74,2,1
1513035639,0,0,0,0
1513035640,778,349,4,3
1513035641,140,140,2,2
1513035642,804,702,10,9
1513035643,767,74,3,1
1513035644,0,66,0,1
1513035645,140,140,2,2
1513035646,140,140,2,2
1513035647,804,702,10,9
1513035648,140,140,2,2
1513035649,0,0,0,0
1513035650,140,140,2,2
1513035651,140,140,2,2
1513035652,804,438,10,5
1513035653,140,140,2,2
1513035654,0,0,0,0
1513035655,140,140,2,2
1513035656,140,140,2,2
1513035657,804,438,10,5
1513035658,140,140,2,2
1513035659,66,209,1,1
1513035660,140,140,2,2
1513035661,140,140,2,2
1513035662,804,702,10,9
1513035663,767,206,3,3
1513035664,0,0,0,0
1513035665,140,140,2,2
1513035666,140,140,2,2
1513035667,804,702,10,9
1513035668,140,140,2,2
1513035669,0,0,0,0
1513035670,140,140,2,2
1513035671,206,349,3,3
1513035672,804,438,10,5
1513035673,140,140,2,2
1513035674,0,0,0,0
1513035675,833,349,4,3
1513035676,140,140,2,2
1513035677,878,504,11,6
1513035678,66,140,1,2
1513035679,833,283,4,2
1513035680,140,74,2,1
1513035681,560,296,8,4
1513035682,384,282,4,3
1513035683,627,66,1,1
1513035684,140,74,2,1
1513035685,140,74,2,1
1513035686,560,296,8,4
1513035687,384,216,4,2
1513035688,0,0,0,0
1513035689,140,74,2,1
1513035690,140,74,2,1
1513035691,870,647,11,6
1513035692,140,140,2,2
1513035693,0,0,0,0
1513035694,140,74,2,1
1513035695,833,415,4,4
1513035696,804,702,10,9
1513035697,140,140,2,2
1513035698,0,0,0,0
1513035699,833,349,4,3
1513035700,140,140,2,2
1513035701,804,702,10,9
1513035702,140,140,2,2
1513035704,627,66,1,1
1513035705,140,140,2,2
1513035706,140,140,2,2
1513035707,804,438,10,5
1513035708,140,140,2,2
1513035709,0,0,0,0
1513035710,140,74,2,1
1513035711,140,140,2,2
1513035712,870,647,11,6
1513035713,140,74,2,1
1513035714,0,0,0,0
1513035715,140,74,2,1
1513035716,833,349,4,3
1513035717,804,438,10,5
1513035718,140,140,2,2
1513035719,0,0,0,0
1513035720,833,283,4,2
1513035721,140,140,2,2
1513035722,804,702,10,9
1513035723,140,140,2,2
1513035724,627,66,1,1
1513035725,140,74,2,1
1513035726,140,140,2,2
1513035727,804,702,10,9
1513035728,140,74,2,1
1513035729,0,0,0,0
1513035730,140,74,2,1
1513035731,140,74,2,1
1513035732,870,647,11,6
1513035733,140,74,2,1
1513035734,0,0,0,0
1513035735,140,74,2,1
1513035736,833,349,4,3
1513035737,804,702,10,9
1513035738,140,74,2,1
1513035739,0,0,0,0
1513035740,833,349,4,3
1513035741,140,74,2,1
1513035742,804,702,10,9
1513035743,140,74,2,1
1513035744,693,209,2,1
1513035745,140,140,2,2
1513035746,140,74,2,1
1513035747,804,438,10,5
1513035748,836,283,4,2
1513035749,0,0,0,0
1513035750,140,74,2,1
1513035751,140,74,2,1
1513035752,1431,702,11,9
1513035753,140,74,2,1
1513035754,0,0,0,0
1513035755,140,140,2,2
1513035756,206,283,3,2
1513035757,804,636,10,8
1513035758,140,74,2,1
1513035759,693,275,2,2
1513035760,140,140,2,2
1513035761,140,74,2,1
1513035762,804,438,10,5
1513035763,767,140,3,2
1513035764,140,206,2,3
1513035765,74,0,1,0
1513035766,626,436,9,6
1513035767,450,491,5,4
1513035768,0,0,0,0
1513035769,140,74,2,1
1513035770,140,140,2,2
1513035771,1253,571,10,6
1513035772,384,216,4,2
1513035773,0,0,0,0
1513035774,140,74,2,1
1513035775,833,349,4,3
1513035776,560,560,8,8
1513035777,384,216,4,2
1513035778,0,0,0,0
1513035779,767,206,3,3
1513035780,140,74,2,1
1513035781,560,560,8,8
1513035782,384,282,4,3
1513035783,66,209,1,1
1513035784,140,140,2,2
1513035785,140,74,2,1
1513035786,804,438,10,5
1513035788,833,415,4,4
1513035789,0,0,0,0
1513035790,140,74,2,1
1513035791,140,74,2,1
1513035792,1497,911,12,10
1513035793,140,74,2,1
1513035794,0,0,0,0
1513035795,140,140,2,2
1513035796,770,140,3,2
1513035797,804,702,10,9
1513035798,140,74,2,1
1513035799,0,0,0,0
1513035800,206,349,3,3
1513035801,140,74,2,1
1513035802,804,438,10,5
1513035803,140,140,2,2
1513035804,693,275,2,2
1513035805,140,74,2,1
1513035806,140,140,2,2
1513035807,804,438,10,5
1513035808,833,349,4,3
1513035809,0,0,0,0
1513035810,140,74,2,1
1513035811,140,140,2,2
1513035812,1497,911,12,10
1513035813,140,74,2,1
1513035814,0,0,0,0
1513035815,140,140,2,2
1513035816,833,283,4,2
1513035817,804,702,10,9
1513035818,140,140,2,2
1513035819,0,0,0,0
1513035820,833,349,4,3
1513035821,140,140,2,2
1513035822,804,438,10,5
1513035823,140,140,2,2
1513035824,693,209,2,1
1513035825,140,74,2,1
1513035826,140,140,2,2
1513035827,804,702,10,9
1513035828,767,140,3,2
1513035829,0,0,0,0
1513035830,140,140,2,2
1513035831,140,74,2,1
1513035832,804,702,10,9
1513035833,140,140,2,2
1513035834,0,0,0,0
1513035835,140,140,2,2
1513035836,140,140,2,2
1513035837,804,438,10,5
1513035838,140,140,2,2
1513035839,0,0,0,0
1513035840,140,74,2,1
1513035841,140,140,2,2
1513035842,804,438,10,5
1513035843,140,74,2,1
1513035844,0,0,0,0
1513035845,214,74,3,1
1513035846,362,140,5,2
1513035847,648,512,8,6
1513035848,66,209,1,1
1513035849,140,140,2,2
1513035850,140,140,2,2
1513035851,560,296,8,4
1513035852,1011,282,5,3
1513035853,0,0,0,0
1513035854,140,140,2,2
1513035855,140,74,2,1
1513035856,560,296,8,4
1513035857,384,282,4,3
1513035858,0,0,0,0
1513035859,140,140,2,2
1513035860,206,349,3,3
1513035861,560,560,8,8
1513035862,384,282,4,3
1513035863,0,0,0,0
1513035864,833,415,4,4
1513035865,140,140,2,2
1513035866,560,560,8,8
1513035867,384,216,4,2
1513035868,693,209,2,1
1513035869,140,140,2,2
1513035870,140,74,2,1
1513035872,560,296,8,4
1513035873,1011,282,5,3
1513035874,0,0,0,0
1513035875,140,74,2,1
1513035876,140,140,2,2
1513035877,560,560,8,8
1513035878,384,216,4,2
1513035879,0,0,0,0
1513035880,206,349,3,3
1513035881,140,140,2,2
1513035882,804,702,10,9
1513035883,140,74,2,1
1513035884,693,275,2,2
1513035885,140,140,2,2
1513035886,140,140,2,2
1513035887,804,438,10,5
1513035888,833,283,4,2
1513035889,0,0,0,0
1513035890,140,74,2,1
1513035891,140,140,2,2
1513035892,1431,768,11,10
1513035893,140,74,2,1
1513035894,0,0,0,0
1513035895,140,140,2,2
1513035896,140,74,2,1
1513035897,804,702,10,9
1513035898,140,140,2,2
1513035899,0,0,0,0
1513035900,206,349,3,3
1513035901,140,74,2,1
1513035902,804,438,10,5
1513035903,140,140,2,2
1513035904,693,275,2,2
1513035905,140,74,2,1
1513035906,140,74,2,1
1513035907,804,702,10,9
1513035908,833,283,4,2
1513035909,0,0,0,0
1513035910,140,140,2,2
1513035911,140,74,2,1
1513035912,1431,768,11,10
1513035913,140,140,2,2
1513035914,0,0,0,0
1513035915,140,140,2,2
1513035916,140,74,2,1
1513035917,804,438,10,5
1513035918,140,140,2,2
1513035919,0,0,0,0
1513035920,206,283,3,2
1513035921,140,74,2,1
1513035922,804,438,10,5
1513035923,140,74,2,1
1513035924,693,275,2,2
1513035925,140,140,2,2
1513035926,140,74,2,1
1513035927,804,438,10,5
1513035928,833,283,4,2
1513035929,74,66,1,1
1513035930,206,148,3,2
1513035931,296,0,4,0
1513035932,1341,985,10,11
1513035933,0,0,0,0
1513035934,140,140,2,2
1513035935,140,74,2,1
1513035936,1253,769,10,9
1513035937,384,282,4,3
1513035938,0,0,0,0
1513035939,140,140,2,2
1513035940,767,206,3,3
1513035941,560,362,8,5
1513035942,384,282,4,3
1513035943,0,0,0,0
1513035944,206,283,3,2
1513035945,140,140,2,2
1513035946,560,560,8,8
1513035947,384,216,4,2
1513035948,693,275,2,2
1513035949,140,140,2,2
1513035950,140,74,2,1
1513035951,560,560,8,8
1513035952,1011,282,5,3
1513035953,0,0,0,0
1513035954,140,140,2,2
1513035956,140,74,2,1
1513035957,626,769,9,9
1513035958,384,216,4,2
